user_id,timestamp,heart_rate,activity,heart_rate_variability,steps,calories,stress_level,anomaly
user_001,2023-01-03 11:00:00,66,0,66.3,50,58,6,0
user_001,2023-01-03 11:30:00,73,1,67.8,238,35,5,0
user_001,2023-01-03 12:00:00,67,1,65.1,384,69,4,0
user_001,2023-01-03 12:30:00,73,1,63.4,387,71,2,0
user_001,2023-01-03 13:00:00,67,0,69.4,207,66,10,0
user_001,2023-01-03 13:30:00,79,1,67.3,397,78,8,0
user_001,2023-01-03 14:00:00,62,0,66.6,0,18,8,0
user_001,2023-01-03 14:30:00,67,0,61.8,0,14,4,0
user_001,2023-01-03 15:00:00,62,0,54.4,148,68,5,0
user_001,2023-01-03 15:30:00,60,0,68.5,0,43,6,0
user_001,2023-01-03 16:00:00,58,0,67.3,259,69,5,0
user_001,2023-01-03 16:30:00,62,0,75.3,261,22,5,0
user_001,2023-01-03 17:00:00,63,0,76.5,274,47,5,0
user_001,2023-01-03 17:30:00,63,0,67.9,88,10,4,0
user_001,2023-01-03 18:00:00,88,1,62.1,741,76,1,0
user_001,2023-01-03 18:30:00,124,3,48.8,13,44,2,0
user_001,2023-01-03 19:00:00,74,0,65.7,155,70,5,0
user_001,2023-01-03 19:30:00,114,2,51.0,270,60,4,0
user_001,2023-01-03 20:00:00,70,0,76.5,218,32,4,0
user_001,2023-01-03 20:30:00,61,0,66.8,1,52,3,0
user_001,2023-01-03 21:00:00,65,0,62.3,159,10,3,0
user_001,2023-01-03 21:30:00,61,0,68.9,0,24,2,0
user_001,2023-01-03 22:00:00,72,1,75.4,70,47,2,0
user_001,2023-01-03 22:30:00,62,0,68.6,178,10,0,0
user_001,2023-01-03 23:00:00,68,0,60.7,249,47,1,0
user_001,2023-01-03 23:30:00,70,1,55.6,72,71,0,0
user_001,2023-01-04 00:00:00,55,4,72.2,0,19,1,0
user_001,2023-01-04 00:30:00,56,4,78.3,112,34,1,0
user_001,2023-01-04 01:00:00,50,4,64.8,0,25,0,0
user_001,2023-01-04 01:30:00,48,4,52.0,0,32,0,0
user_001,2023-01-04 02:00:00,48,4,81.0,0,13,0,0
user_001,2023-01-04 02:30:00,49,4,77.2,0,10,1,0
user_001,2023-01-04 03:00:00,54,4,61.7,359,26,0,0
user_001,2023-01-04 03:30:00,55,4,64.2,0,10,0,0
user_001,2023-01-04 04:00:00,52,4,71.3,0,17,1,0
user_001,2023-01-04 04:30:00,51,4,79.6,211,15,0,0
user_001,2023-01-04 05:00:00,52,4,61.3,249,36,3,0
user_001,2023-01-04 05:30:00,55,4,73.3,142,65,1,0
user_001,2023-01-04 06:00:00,51,4,75.7,34,52,2,0
user_001,2023-01-04 06:30:00,51,4,77.8,98,44,1,0
user_001,2023-01-04 07:00:00,99,1,53.8,816,73,2,0
user_001,2023-01-04 07:30:00,105,1,66.6,930,121,2,0
user_001,2023-01-04 08:00:00,93,1,63.9,751,67,3,0
user_001,2023-01-04 08:30:00,91,1,60.0,841,70,4,0
user_001,2023-01-04 09:00:00,67,0,63.8,385,54,7,0
user_001,2023-01-04 09:30:00,65,0,54.6,377,36,5,0
user_001,2023-01-04 10:00:00,74,1,64.7,256,63,6,0
user_001,2023-01-04 10:30:00,82,1,66.9,706,47,4,0
user_001,2023-01-04 11:00:00,66,0,68.5,0,85,8,0
user_001,2023-01-04 11:30:00,64,0,62.8,272,55,4,0
user_001,2023-01-04 12:00:00,70,0,56.8,0,53,4,0
user_001,2023-01-04 12:30:00,67,0,70.8,382,70,3,0
user_001,2023-01-04 13:00:00,64,0,65.7,0,43,7,0
user_001,2023-01-04 13:30:00,64,0,60.2,316,51,9,0
user_001,2023-01-04 14:00:00,65,0,66.9,105,79,5,0
user_001,2023-01-04 14:30:00,66,0,66.2,75,36,7,0
user_001,2023-01-04 15:00:00,68,0,60.9,38,22,6,0
user_001,2023-01-04 15:30:00,63,0,64.6,88,42,7,0
user_001,2023-01-04 16:00:00,61,0,76.5,227,70,5,0
user_001,2023-01-04 16:30:00,66,0,79.5,300,19,8,0
user_001,2023-01-04 17:00:00,70,0,61.7,202,50,7,0
user_001,2023-01-04 17:30:00,66,0,67.2,0,32,3,0
user_001,2023-01-04 18:00:00,96,1,63.4,707,97,3,0
user_001,2023-01-04 18:30:00,130,3,51.8,72,66,4,0
user_001,2023-01-04 19:00:00,66,0,74.9,175,73,3,0
user_001,2023-01-04 19:30:00,90,1,64.3,539,91,0,0
user_001,2023-01-04 20:00:00,65,0,68.1,0,46,0,0
user_001,2023-01-04 20:30:00,58,0,59.9,0,12,6,0
user_001,2023-01-04 21:00:00,68,0,59.2,136,49,0,0
user_001,2023-01-04 21:30:00,66,0,69.1,167,35,4,0
user_001,2023-01-04 22:00:00,69,1,64.1,352,60,1,0
user_001,2023-01-04 22:30:00,65,0,55.7,0,17,4,0
user_001,2023-01-04 23:00:00,63,0,71.2,0,64,2,0
user_001,2023-01-04 23:30:00,67,0,71.3,135,64,3,0
user_001,2023-01-05 00:00:00,56,4,71.5,0,26,2,0
user_001,2023-01-05 00:30:00,51,4,80.9,0,24,1,0
user_001,2023-01-05 01:00:00,52,4,78.7,0,23,0,0
user_001,2023-01-05 01:30:00,54,4,74.0,368,10,0,0
user_001,2023-01-05 02:00:00,46,4,61.7,0,38,5,0
user_001,2023-01-05 02:30:00,48,4,68.3,0,67,0,0
user_001,2023-01-05 03:00:00,54,4,67.2,0,24,2,0
user_001,2023-01-05 03:30:00,55,4,71.3,0,28,1,0
user_001,2023-01-05 04:00:00,51,4,53.3,64,33,1,0
user_001,2023-01-05 04:30:00,54,4,67.9,0,34,2,0
user_001,2023-01-05 05:00:00,47,4,73.5,87,31,1,0
user_001,2023-01-05 05:30:00,53,4,73.1,0,39,0,0
user_001,2023-01-05 06:00:00,48,4,69.5,212,26,0,0
user_001,2023-01-05 06:30:00,53,4,67.9,129,20,0,0
user_001,2023-01-05 07:00:00,106,1,60.1,1077,77,6,0
user_001,2023-01-05 07:30:00,104,2,59.7,807,75,2,0
user_001,2023-01-05 08:00:00,111,2,48.2,834,70,5,0
user_001,2023-01-05 08:30:00,94,1,57.1,764,35,3,0
user_001,2023-01-05 09:00:00,73,1,61.2,738,54,5,0
user_001,2023-01-05 09:30:00,77,1,61.2,670,38,5,0
user_001,2023-01-05 10:00:00,69,0,62.7,343,41,5,0
user_001,2023-01-05 10:30:00,75,1,60.5,488,26,4,0
user_001,2023-01-05 11:00:00,60,0,56.3,0,40,7,0
user_001,2023-01-05 11:30:00,87,1,70.5,375,71,7,0
user_001,2023-01-05 12:00:00,59,0,65.0,0,46,1,0
user_001,2023-01-05 12:30:00,66,0,83.8,161,51,3,0
user_001,2023-01-05 13:00:00,61,0,60.4,165,50,9,0
user_001,2023-01-05 13:30:00,65,0,66.7,58,40,8,0
user_001,2023-01-05 14:00:00,73,0,77.7,22,52,2,0
user_001,2023-01-05 14:30:00,77,1,64.9,172,63,3,0
user_001,2023-01-05 15:00:00,68,0,76.7,282,10,7,0
user_001,2023-01-05 15:30:00,66,0,61.4,0,36,6,0
user_001,2023-01-05 16:00:00,66,0,64.6,169,53,7,0
user_001,2023-01-05 16:30:00,68,0,68.5,0,89,8,0
user_001,2023-01-05 17:00:00,72,1,73.8,318,10,9,0
user_001,2023-01-05 17:30:00,75,1,72.0,256,74,3,0
user_001,2023-01-05 18:00:00,87,1,60.7,596,84,1,0
user_001,2023-01-05 18:30:00,71,0,65.0,24,18,1,0
user_001,2023-01-05 19:00:00,114,2,59.6,843,63,3,0
user_001,2023-01-05 19:30:00,135,3,50.6,70,58,1,0
user_001,2023-01-05 20:00:00,63,0,68.7,313,48,0,0
user_001,2023-01-05 20:30:00,64,0,64.4,0,45,5,0
user_001,2023-01-05 21:00:00,59,0,68.5,241,52,3,0
user_001,2023-01-05 21:30:00,65,0,57.8,2,91,1,0
user_001,2023-01-05 22:00:00,63,0,66.9,0,72,0,0
user_001,2023-01-05 22:30:00,65,0,68.6,0,40,0,0
user_001,2023-01-05 23:00:00,66,0,67.2,136,10,3,0
user_001,2023-01-05 23:30:00,67,0,61.5,485,54,4,0
user_001,2023-01-06 00:00:00,51,4,68.0,287,10,0,0
user_001,2023-01-06 00:30:00,55,4,69.9,211,10,0,0
user_001,2023-01-06 01:00:00,55,4,78.9,0,14,0,0
user_001,2023-01-06 01:30:00,51,4,62.6,153,10,2,0
user_001,2023-01-06 02:00:00,53,4,62.4,122,33,1,0
user_001,2023-01-06 02:30:00,49,4,67.1,18,22,2,0
user_001,2023-01-06 03:00:00,52,4,75.7,0,10,5,0
user_001,2023-01-06 03:30:00,53,4,66.0,0,14,2,0
user_001,2023-01-06 04:00:00,52,4,78.2,39,28,1,0
user_001,2023-01-06 04:30:00,55,4,72.7,286,42,0,0
user_001,2023-01-06 05:00:00,54,4,73.3,0,10,1,0
user_001,2023-01-06 05:30:00,51,4,58.9,0,39,0,0
user_001,2023-01-06 06:00:00,51,4,67.4,262,38,2,0
user_001,2023-01-06 06:30:00,53,4,71.5,259,21,0,0
user_001,2023-01-06 07:00:00,101,1,55.1,680,99,4,0
user_001,2023-01-06 07:30:00,100,1,56.1,970,74,6,0
user_001,2023-01-06 08:00:00,139,3,56.3,89,67,4,0
user_001,2023-01-06 08:30:00,97,1,62.4,702,87,8,0
user_001,2023-01-06 09:00:00,60,0,61.9,566,67,4,0
user_001,2023-01-06 09:30:00,69,0,71.3,0,26,7,0
user_001,2023-01-06 10:00:00,65,0,61.9,0,10,5,0
user_001,2023-01-06 10:30:00,70,0,74.8,0,86,6,0
user_001,2023-01-06 11:00:00,80,1,62.5,940,65,5,0
user_001,2023-01-06 11:30:00,66,0,72.1,119,50,7,0
user_001,2023-01-06 12:00:00,72,1,58.6,251,73,6,0
user_001,2023-01-06 12:30:00,66,0,62.1,192,70,1,0
user_001,2023-01-06 13:00:00,62,0,72.0,0,43,7,0
user_001,2023-01-06 13:30:00,84,1,61.3,287,65,4,0
user_001,2023-01-06 14:00:00,62,0,71.3,7,48,4,0
user_001,2023-01-06 14:30:00,62,0,70.0,333,28,8,0
user_001,2023-01-06 15:00:00,64,0,71.7,91,60,6,0
user_001,2023-01-06 15:30:00,66,0,59.5,467,26,3,0
user_001,2023-01-06 16:00:00,65,0,67.2,290,33,6,0
user_001,2023-01-06 16:30:00,69,0,74.9,430,42,5,0
user_001,2023-01-06 17:00:00,60,0,66.7,42,74,5,0
user_001,2023-01-06 17:30:00,63,0,67.1,325,69,7,0
user_001,2023-01-06 18:00:00,119,3,52.2,87,70,0,0
user_001,2023-01-06 18:30:00,71,0,60.6,361,76,2,0
user_001,2023-01-06 19:00:00,90,1,63.8,775,66,4,0
user_001,2023-01-06 19:30:00,101,2,54.2,437,67,1,0
user_001,2023-01-06 20:00:00,61,0,76.0,0,52,3,0
user_001,2023-01-06 20:30:00,73,0,62.6,0,40,0,0
user_001,2023-01-06 21:00:00,67,0,61.7,102,13,3,0
user_001,2023-01-06 21:30:00,61,0,83.5,0,34,0,0
user_001,2023-01-06 22:00:00,68,0,53.8,174,39,3,0
user_001,2023-01-06 22:30:00,63,0,62.7,63,28,2,0
user_001,2023-01-06 23:00:00,64,0,63.4,0,34,3,0
user_001,2023-01-06 23:30:00,68,0,47.0,0,62,0,0
user_001,2023-01-07 00:00:00,56,4,84.9,0,21,2,0
user_001,2023-01-07 00:30:00,57,4,56.7,227,44,0,0
user_001,2023-01-07 01:00:00,52,4,69.7,0,35,0,0
user_001,2023-01-07 01:30:00,54,4,77.5,275,20,1,0
user_001,2023-01-07 02:00:00,48,4,63.2,0,10,0,0
user_001,2023-01-07 02:30:00,54,4,68.9,0,13,0,0
user_001,2023-01-07 03:00:00,56,4,71.6,0,38,0,0
user_001,2023-01-07 03:30:00,47,4,68.4,462,10,0,0
user_001,2023-01-07 04:00:00,54,4,77.8,43,29,1,0
user_001,2023-01-07 04:30:00,52,4,71.6,0,41,2,0
user_001,2023-01-07 05:00:00,50,4,66.4,204,48,3,0
user_001,2023-01-07 05:30:00,53,4,63.3,0,24,1,0
user_001,2023-01-07 06:00:00,48,4,69.9,211,51,3,0
user_001,2023-01-07 06:30:00,57,4,69.9,0,10,1,0
user_001,2023-01-07 07:00:00,127,2,52.0,788,45,0,0
user_001,2023-01-07 07:30:00,123,2,50.7,1059,104,3,0
user_001,2023-01-07 08:00:00,116,2,47.8,993,77,2,0
user_001,2023-01-07 08:30:00,98,1,53.6,677,45,4,0
user_001,2023-01-07 09:00:00,60,0,67.3,273,51,7,0
user_001,2023-01-07 09:30:00,64,0,65.9,0,64,2,0
user_001,2023-01-07 10:00:00,59,0,66.4,23,52,5,0
user_001,2023-01-07 10:30:00,70,0,57.1,244,36,7,0
user_001,2023-01-07 11:00:00,85,1,57.8,343,51,4,0
user_001,2023-01-07 11:30:00,81,1,57.5,291,54,10,0
user_001,2023-01-07 12:00:00,65,0,63.3,126,55,6,0
user_001,2023-01-07 12:30:00,69,0,70.4,293,63,1,0
user_001,2023-01-07 13:00:00,75,1,59.2,0,35,7,0
user_001,2023-01-07 13:30:00,67,0,67.7,0,64,3,0
user_001,2023-01-07 14:00:00,66,0,62.4,171,59,6,0
user_001,2023-01-07 14:30:00,68,0,76.8,280,10,3,0
user_001,2023-01-07 15:00:00,82,1,63.7,121,63,3,0
user_001,2023-01-07 15:30:00,63,0,71.3,292,88,7,0
user_001,2023-01-07 16:00:00,70,0,74.0,420,63,5,0
user_001,2023-01-07 16:30:00,66,0,68.2,200,52,7,0
user_001,2023-01-07 17:00:00,59,0,65.5,357,19,10,0
user_001,2023-01-07 17:30:00,71,0,72.7,198,67,9,0
user_001,2023-01-07 18:00:00,126,3,47.4,66,69,2,0
user_001,2023-01-07 18:30:00,77,0,62.2,309,70,2,0
user_001,2023-01-07 19:00:00,94,1,67.2,396,59,3,0
user_001,2023-01-07 19:30:00,91,1,58.7,900,64,4,0
user_001,2023-01-07 20:00:00,69,0,73.1,0,67,2,0
user_001,2023-01-07 20:30:00,77,1,59.4,141,17,0,0
user_001,2023-01-07 21:00:00,71,1,71.0,78,65,1,0
user_001,2023-01-07 21:30:00,59,0,67.1,0,57,2,0
user_001,2023-01-07 22:00:00,66,0,72.0,0,48,0,0
user_001,2023-01-07 22:30:00,70,1,65.5,210,24,3,0
user_001,2023-01-07 23:00:00,65,0,68.7,282,47,4,0
user_001,2023-01-07 23:30:00,75,0,68.3,0,60,4,0
user_001,2023-01-08 00:00:00,53,4,76.6,0,28,1,0
user_001,2023-01-08 00:30:00,55,4,64.4,123,50,4,0
user_001,2023-01-08 01:00:00,51,4,63.5,0,26,3,0
user_001,2023-01-08 01:30:00,54,4,69.0,0,83,0,0
user_001,2023-01-08 02:00:00,56,4,62.8,0,17,1,0
user_001,2023-01-08 02:30:00,54,4,64.4,159,10,5,0
user_001,2023-01-08 03:00:00,51,4,76.4,0,43,2,0
user_001,2023-01-08 03:30:00,49,4,62.8,176,10,2,0
user_001,2023-01-08 04:00:00,49,4,74.8,315,40,0,0
user_001,2023-01-08 04:30:00,51,4,72.3,0,20,2,0
user_001,2023-01-08 05:00:00,49,4,71.7,263,24,2,0
user_001,2023-01-08 05:30:00,48,4,57.4,311,52,2,0
user_001,2023-01-08 06:00:00,52,4,66.7,163,15,0,0
user_001,2023-01-08 06:30:00,51,4,57.5,0,16,0,0
user_001,2023-01-08 07:00:00,105,1,60.6,857,48,4,0
user_001,2023-01-08 07:30:00,112,2,53.6,761,68,7,0
user_001,2023-01-08 08:00:00,114,2,57.5,543,58,5,0
user_001,2023-01-08 08:30:00,145,3,41.0,132,90,2,0
user_001,2023-01-08 09:00:00,84,1,50.2,670,23,5,0
user_001,2023-01-08 09:30:00,60,0,69.4,0,57,6,0
user_001,2023-01-08 10:00:00,63,0,63.9,85,63,6,0
user_001,2023-01-08 10:30:00,69,0,71.5,507,24,3,0
user_001,2023-01-08 11:00:00,64,0,74.0,0,59,1,0
user_001,2023-01-08 11:30:00,65,0,73.3,0,82,5,0
user_001,2023-01-08 12:00:00,77,1,69.4,484,46,7,0
user_001,2023-01-08 12:30:00,66,1,60.1,889,51,3,0
user_001,2023-01-08 13:00:00,62,0,72.8,189,38,6,0
user_001,2023-01-08 13:30:00,65,0,75.2,74,54,5,0
user_001,2023-01-08 14:00:00,69,0,59.6,0,34,6,0
user_001,2023-01-08 14:30:00,61,0,61.1,294,53,6,0
user_001,2023-01-08 15:00:00,63,0,70.1,0,83,4,0
user_001,2023-01-08 15:30:00,69,1,57.4,0,32,6,0
user_001,2023-01-08 16:00:00,59,0,57.0,344,63,6,0
user_001,2023-01-08 16:30:00,63,0,73.4,65,39,6,0
user_001,2023-01-08 17:00:00,75,1,68.1,403,73,9,0
user_001,2023-01-08 17:30:00,58,0,61.4,123,49,0,0
user_001,2023-01-08 18:00:00,90,1,74.7,565,91,3,0
user_001,2023-01-08 18:30:00,121,2,56.5,522,31,2,0
user_001,2023-01-08 19:00:00,95,1,67.1,762,117,3,0
user_001,2023-01-08 19:30:00,73,0,61.4,0,78,0,0
user_001,2023-01-08 20:00:00,61,0,66.3,0,36,0,0
user_001,2023-01-08 20:30:00,72,0,62.6,0,35,3,0
user_001,2023-01-08 21:00:00,66,0,65.5,0,63,3,0
user_001,2023-01-08 21:30:00,68,0,68.9,304,33,3,0
user_001,2023-01-08 22:00:00,61,0,62.3,320,39,2,0
user_001,2023-01-08 22:30:00,65,0,79.2,427,64,3,0
user_001,2023-01-08 23:00:00,63,0,71.9,259,46,2,0
user_001,2023-01-08 23:30:00,68,1,55.3,293,62,0,0
user_001,2023-01-09 00:00:00,51,4,86.2,0,38,0,0
user_001,2023-01-09 00:30:00,53,4,75.7,133,10,0,0
user_001,2023-01-09 01:00:00,56,4,72.8,0,25,3,0
user_001,2023-01-09 01:30:00,50,4,76.4,269,10,0,0
user_001,2023-01-09 02:00:00,57,4,68.2,0,10,2,0
user_001,2023-01-09 02:30:00,53,4,70.1,137,18,2,0
user_001,2023-01-09 03:00:00,53,4,66.8,110,10,0,0
user_001,2023-01-09 03:30:00,53,4,63.5,182,10,0,0
user_001,2023-01-09 04:00:00,52,4,71.5,84,26,2,0
user_001,2023-01-09 04:30:00,51,4,74.5,0,23,1,0
user_001,2023-01-09 05:00:00,48,4,67.4,438,21,2,0
user_001,2023-01-09 05:30:00,53,4,82.2,0,77,0,0
user_001,2023-01-09 06:00:00,50,4,59.5,0,39,0,0
user_001,2023-01-09 06:30:00,53,4,76.5,262,16,2,0
user_001,2023-01-09 07:00:00,100,1,62.8,517,71,6,0
user_001,2023-01-09 07:30:00,103,1,56.9,910,81,2,0
user_001,2023-01-09 08:00:00,116,2,61.2,826,61,4,0
user_001,2023-01-09 08:30:00,103,1,56.8,710,77,5,0
user_001,2023-01-09 09:00:00,82,1,65.8,291,76,3,0
user_001,2023-01-09 09:30:00,61,0,67.9,171,83,4,0
user_001,2023-01-09 10:00:00,67,0,57.7,110,70,7,0
user_001,2023-01-09 10:30:00,63,0,61.3,41,10,5,0
user_001,2023-01-09 11:00:00,65,0,76.9,0,65,8,0
user_001,2023-01-09 11:30:00,77,1,60.8,723,77,6,0
user_001,2023-01-09 12:00:00,69,1,56.5,292,54,2,0
user_001,2023-01-09 12:30:00,72,1,70.6,237,46,0,0
user_001,2023-01-09 13:00:00,69,0,56.5,0,14,4,0
user_001,2023-01-09 13:30:00,58,0,65.5,0,71,3,0
user_001,2023-01-09 14:00:00,75,1,63.5,340,64,5,0
user_001,2023-01-09 14:30:00,66,0,53.4,247,72,5,0
user_001,2023-01-09 15:00:00,68,0,59.4,21,88,7,0
user_001,2023-01-09 15:30:00,82,1,57.8,0,50,7,0
user_001,2023-01-09 16:00:00,62,0,65.4,0,56,3,0
user_001,2023-01-09 16:30:00,67,0,66.9,253,20,4,0
user_001,2023-01-09 17:00:00,61,0,62.2,371,39,8,0
user_001,2023-01-09 17:30:00,66,0,57.6,102,36,7,0
user_001,2023-01-09 18:00:00,91,1,59.0,306,37,3,0
